,current,op_id
0,0.07207142716143415,0
1,0.17914652726690553,0
2,0.2460465548867489,0
3,0.18213127373266266,0
4,0.2024000528552746,0
5,0.07628132990392124,0
6,0.020289657674741456,0
7,0.21327280108570854,0
8,0.26484918760505594,0
9,0.2788549729547502,0
10,0.21216260664242428,0
11,0.2548386160256373,0
12,0.05004582706121776,0
13,0.04319777304530602,0
14,0.011705451785509345,0
15,0.29949367276502015,0
16,0.23335367965272483,0
17,0.2714139692452043,0
18,0.22857158942840486,0
19,0.23969763278552925,0
20,0.06033890892398411,0
21,0.18509715068072177,0
22,0.2884231478831295,0
23,0.17466503995845256,0
24,0.2288581566853401,0
25,0.22737420605726688,0
26,0.1988831940308824,0
27,0.267134960033543,0
28,0.13828124298444608,0
29,0.141523982386217,0
30,0.1915427716095969,0
31,0.2459711915706635,0
32,0.2145661551722397,0
33,0.030639932193706643,0
34,0.292621341661957,0
35,0.20064850873221965,0
36,0.2220587652359112,0
37,0.24232329244395745,0
38,0.27954556395146096,0
39,0.017955710316757034,0
40,0.030845304286376062,0
41,0.18965043114966548,0
42,0.15869583232075693,0
43,0.14425052323854523,0
44,0.022094710182748,0
45,0.09536688482330465,0
46,0.09105856349325114,0
47,0.209138245519086,0
48,0.06788995495572091,0
49,0.12360025782570006,0
50,0.24357419473329017,0
51,0.14599986206491938,0
52,0.05239785230715286,0
53,0.11384624389443426,0
54,0.08359721072090279,0
55,0.1914025273805886,0
56,0.24468825537129452,0
57,0.19073539026978772,0
58,0.14976103619139308,0
59,0.1172271253753773,0
60,0.29212997519562495,0
61,0.20944829898161607,0
62,0.025031905633115414,0
63,0.036203322016062946,0
64,0.07086092469733353,0
65,0.08039880145562958,0
66,0.1047406620955151,0
67,0.12866378840843143,0
68,0.1404111389780434,0
69,0.1762475876510478,0
70,0.1251866109399457,0
71,0.18163909120513141,0
72,0.10589320401374028,0
73,0.270359247449514,0
74,0.11331583932369216,0
75,0.20016789685171796,0
76,0.117114199485214,0
77,0.06470942125668507,0
78,0.022310071602844893,0
79,0.25626679464941776,0
80,0.09123295234624275,0
81,0.18013009720205445,0
82,0.0693712909817242,0
83,0.02465040442868146,0
84,0.27999436653238546,0
85,0.13042497799202324,0
86,0.2914045789786301,0
87,0.2981229312305374,0
88,0.23254603799621515,0
89,0.2815348466353988,0
90,0.08682056329209244,0
91,0.08344379037193572,0
92,0.028682062702023423,0
93,0.10539040883144542,0
94,0.232585292541511,0
95,0.17641932383227069,0
96,0.14115514693315992,0
97,0.057560029713143196,0
98,0.21219253365531124,0
99,0.04124071392520577,0
100,0.2725030808022817,0
101,0.1267643636783692,0
102,0.01146066056738999,0
103,0.058260830414653984,0
104,0.11979970281765612,0
105,0.18783206468752053,0
106,0.13039654121788063,0
107,0.026221530451879502,0
108,0.2199909105057203,0
109,0.04186280786006258,0
110,0.18840781274933077,0
111,0.017784881316107858,0
112,0.29018265853485203,0
113,0.10817895789000367,0
114,0.11807836586089518,0
115,0.27898405455282993,0
116,0.11336340067837224,0
117,0.060234881305709365,0
118,0.1426839600983566,0
119,0.05962759120084405,0
120,0.14325796630921198,0
121,0.21626902035548812,0
122,0.2847261567338744,0
123,0.21161265886120645,0
124,0.21991628530829602,0
125,0.2077056845043531,0
126,0.0031426218436509724,0
127,0.025730278256508598,0
128,0.1576625428347501,0
129,0.07534234219032308,0
130,0.10036070156775656,0
131,0.24376589302507798,0
132,0.1380218285631946,0
133,0.28742463126454165,0
134,0.1871502242611918,0
135,0.12873148815104063,0
136,0.15891590963719318,0
